month,currency,rate
2024-11-21,FJD,2.9051
2024-11-21,XPF,143.5666
2024-11-21,GMD,90.0190
2024-11-21,GEL,3.5359
2024-11-21,GHS,20.8714
2024-11-21,GTQ,10.0109
2024-11-21,GNF,11183.1944
2024-11-21,GYD,270.3403
2024-11-21,HTG,170.4391
2024-11-21,HNL,32.4594
2024-11-21,HKD,10.0640
2024-11-21,HUF,483.3116
2024-11-21,ISK,179.6502
2024-11-21,INR,108.9029
2024-11-21,IDR,20262.1282
2024-11-21,IQD,1698.8283
2024-11-21,ILS,4.9172
2024-11-21,JMD,205.6477
2024-11-21,JPY,198.2134
2024-11-21,JOD,0.9183
2024-11-21,KZT,627.3253
2024-11-21,KES,167.2510
2024-11-21,KWD,0.3971
2024-11-21,KGS,110.7419
2024-11-21,LAK,28469.6385
2024-11-21,LBP,116298.3638
2024-11-21,LSL,22.8686
2024-11-21,LRD,249.6647
2024-11-21,LYD,6.2409
2024-11-21,MOP,10.3659
2024-11-21,MKD,73.8731
2024-11-21,MGA,5992.0824
2024-11-21,MWK,2249.2162
2024-11-21,MYR,5.6344
2024-11-21,MVR,19.9627
2024-11-21,MRU,51.4904
2024-11-21,MUR,59.7344
2024-11-21,MXN,26.0034
2024-11-21,MDL,23.0081
2024-11-21,MNT,4415.8455
2024-11-21,MAD,12.8415
2024-11-21,MZN,82.7748
2024-11-21,MMK,2718.4693
2024-11-21,NPR,174.3263
2024-11-21,NZD,2.1553
2024-11-21,NIO,47.7120
2024-11-21,NGN,2127.8911
2024-11-21,NOK,14.2533
2024-11-21,OMR,0.4986
2024-11-21,PKR,360.0527
2024-11-21,PAB,1.2952
2024-11-21,PGK,5.1178
2024-11-21,PYG,10258.7288
2024-11-21,PEN,4.8905
2024-11-21,PHP,75.2452
2024-11-21,PLN,5.2239
2024-11-21,QAR,4.7146
2024-11-21,RON,5.9849
2024-11-21,RUB,124.9204
2024-11-21,RWF,1752.0049
2024-11-21,SAR,4.8571
2024-11-21,RSD,140.8463
2024-11-21,SCR,17.9133
2024-11-21,SLE,29.4009
2024-11-21,SGD,1.7127
2024-11-21,SBD,10.8699
2024-11-21,SOS,736.9370
2024-11-21,ZAR,22.8686
2024-11-21,KRW,1794.4452
2024-11-21,LKR,379.7270
2024-11-21,SDG,779.0630
2024-11-21,SRD,43.6546
2024-11-21,SZL,22.8686
2024-11-21,SEK,13.7301
2024-11-21,CHF,1.1240
2024-11-21,TWD,41.5727
2024-11-21,TZS,3530.1573
2024-11-21,THB,43.7274
2024-11-21,TOP,3.0678
2024-11-21,TTD,8.7903
2024-11-21,TND,4.0373
2024-11-21,TRY,44.4057
2024-11-21,TMT,4.5327
2024-11-21,USD,1.2952
2024-11-21,UGX,4746.6182
2024-11-21,UAH,53.4823
2024-11-21,UYU,53.6850
2024-11-21,UZS,16590.7699
2024-11-21,VUV,154.8827
2024-11-21,VEF,5086713.1518
2024-11-21,VND,32930.7256
2024-11-21,WST,3.5596
2024-11-21,YER,324.3121
2024-11-21,ZMW,34.3990
2024-11-21,ZWG,35.3000
2024-11-30,AED,4.7567
2024-11-30,ALL,118.6341
2024-11-30,DZD,173.2641
2024-11-30,AOA,1189.0966
2024-11-30,XCD,3.4978
2024-11-30,ARS,1274.1826
2024-11-30,AMD,501.5324
2024-11-30,AWG,2.3185
2024-11-30,AUD,1.9517
2024-11-30,AZN,2.2018
2024-11-30,BSD,1.2952
2024-11-30,BHD,0.4870
2024-11-30,BDT,154.7438
2024-11-30,BBD,2.5905
2024-11-30,BYN,4.2354
2024-11-30,BZD,2.6150
2024-11-30,XOF,789.1739
2024-11-30,BMD,1.2952
2024-11-30,BTN,108.9029
2024-11-30,BOB,8.9496
2024-11-30,BAM,2.3530
2024-11-30,BWP,17.3238
2024-11-30,BRL,7.3705
2024-11-30,BND,1.7127
2024-11-30,BGN,2.3530
2024-11-30,BIF,3764.3707
2024-11-30,KHR,5252.9966
2024-11-30,XAF,789.1739
2024-11-30,CAD,1.7922
2024-11-30,CVE,132.6645
2024-11-30,KYD,1.0626
2024-11-30,CLP,1235.8304
2024-11-30,CNY,9.2337
2024-11-30,COP,5525.1629
2024-11-30,KMF,591.8804
2024-11-30,CDF,3697.3669
2024-11-30,CRC,666.9398
2024-11-30,CUP,31.0468
2024-11-30,CZK,30.3445
2024-11-30,DKK,8.9738
2024-11-30,DJF,230.7616
2024-11-30,DOP,78.1418
2024-11-30,EGP,63.1150
2024-11-30,SVC,11.3333
2024-11-30,ERN,19.4285
2024-11-30,ETB,154.4144
2024-11-30,EUR,1.2031
2024-11-30,FJD,2.9051
2024-11-30,XPF,143.5666
2024-11-30,GMD,90.0190
2024-11-30,GEL,3.5359
2024-11-30,GHS,20.8714
2024-11-30,GTQ,10.0109
2024-11-30,GNF,11183.1944
2024-11-30,GYD,270.3403
2024-11-30,HTG,170.4391
2024-11-30,HNL,32.4594
2024-11-30,HKD,10.0640
2024-11-30,HUF,483.3116
2024-11-30,ISK,179.6502
2024-11-30,INR,108.9029
2024-11-30,IDR,20262.1282
2024-11-30,IQD,1698.8283
2024-11-30,ILS,4.9172
2024-11-30,JMD,205.6477
2024-11-30,JPY,198.2134
2024-11-30,JOD,0.9183
2024-11-30,KZT,627.3253
2024-11-30,KES,167.2510
2024-11-30,KWD,0.3971
2024-11-30,KGS,110.7419
2024-11-30,LAK,28469.6385
2024-11-30,LBP,116298.3638
2024-11-30,LSL,22.8686
2024-11-30,LRD,249.6647
2024-11-30,LYD,6.2409
2024-11-30,MOP,10.3659
2024-11-30,MKD,73.8731
2024-11-30,MGA,5992.0824
2024-11-30,MWK,2249.2162
2024-11-30,MYR,5.6344
2024-11-30,MVR,19.9627
2024-11-30,MRU,51.4904
2024-11-30,MUR,59.7344
2024-11-30,MXN,26.0034
2024-11-30,MDL,23.0081
2024-11-30,MNT,4415.8455
2024-11-30,MAD,12.8415
2024-11-30,MZN,82.7748
2024-11-30,MMK,2718.4693
2024-11-30,NPR,174.3263
2024-11-30,NZD,2.1553
2024-11-30,NIO,47.7120
2024-11-30,NGN,2127.8911
2024-11-30,NOK,14.2533
2024-11-30,OMR,0.4986
2024-11-30,PKR,360.0527
2024-11-30,PAB,1.2952
2024-11-30,PGK,5.1178
2024-11-30,PYG,10258.7288
2024-11-30,PEN,4.8905
2024-11-30,PHP,75.2452
2024-11-30,PLN,5.2239
2024-11-30,QAR,4.7146
2024-11-30,RON,5.9849
2024-11-30,RUB,124.9204
2024-11-30,RWF,1752.0049
2024-11-30,SAR,4.8571
2024-11-30,RSD,140.8463
2024-11-30,SCR,17.9133
2024-11-30,SLE,29.4009
2024-11-30,SGD,1.7127
2024-11-30,SBD,10.8699
2024-11-30,SOS,736.9370
2024-11-30,ZAR,22.8686
2024-11-30,KRW,1794.4452
2024-11-30,LKR,379.7270
2024-11-30,SDG,779.0630
2024-11-30,SRD,43.6546
2024-11-30,SZL,22.8686
2024-11-30,SEK,13.7301
2024-11-30,CHF,1.1240
2024-11-30,TWD,41.5727
2024-11-30,TZS,3530.1573
2024-11-30,THB,43.7274
2024-11-30,TOP,3.0678
2024-11-30,TTD,8.7903
2024-11-30,TND,4.0373
2024-11-30,TRY,44.4057
2024-11-30,TMT,4.5327
2024-11-30,USD,1.2952
2024-11-30,UGX,4746.6182
2024-11-30,UAH,53.4823
2024-11-30,UYU,53.6850
2024-11-30,UZS,16590.7699
2024-11-30,VUV,154.8827
2024-11-30,VEF,5086713.1518
2024-11-30,VND,32930.7256
2024-11-30,WST,3.5596
2024-11-30,YER,324.3121
2024-11-30,ZMW,34.3990
2024-11-30,ZWG,35.3000
2025-02-15,AED,4.5379
2025-02-15,ALL,116.3088
2025-02-15,DZD,166.8709
2025-02-15,AOA,1138.1488
2025-02-15,XCD,3.3442
2025-02-15,ARS,1292.8268
2025-02-15,AMD,494.2943
2025-02-15,AWG,2.2118
2025-02-15,AUD,1.9667
2025-02-15,AZN,2.1006
2025-02-15,BSD,1.2357
2025-02-15,BHD,0.4646
2025-02-15,BDT,150.1776
2025-02-15,BBD,2.4713
2025-02-15,BYN,4.0406
2025-02-15,BZD,2.4793
2025-02-15,XOF,776.1404
2025-02-15,BMD,1.2357
2025-02-15,BTN,106.7843
2025-02-15,BOB,8.5398
2025-02-15,BAM,2.3142
2025-02-15,BWP,17.1054
2025-02-15,BRL,7.4452
2025-02-15,BND,1.6717
2025-02-15,BGN,2.3142
2025-02-15,BIF,3650.4961
2025-02-15,KHR,4969.4385
2025-02-15,XAF,776.1404
2025-02-15,CAD,1.7712
2025-02-15,CVE,130.4735
2025-02-15,KYD,1.0222
2025-02-15,CLP,1236.3033
2025-02-15,CNY,8.9756
2025-02-15,COP,5325.5530
2025-02-15,KMF,582.1053
2025-02-15,CDF,3525.3175
2025-02-15,CRC,620.9587
2025-02-15,CUP,29.6429
2025-02-15,CZK,29.7569
2025-02-15,DKK,8.8286
2025-02-15,DJF,219.7691
2025-02-15,DOP,75.5922
2025-02-15,EGP,62.1786
2025-02-15,SVC,10.8120
2025-02-15,ERN,18.5348
2025-02-15,ETB,155.6893
2025-02-15,EUR,1.1832
2025-02-15,FJD,2.8560
2025-02-15,XPF,141.1955
2025-02-15,GMD,89.3111
2025-02-15,GEL,3.5363
2025-02-15,GHS,18.5861
2025-02-15,GTQ,9.5448
2025-02-15,GNF,10674.9657
2025-02-15,GYD,257.9371
2025-02-15,HTG,161.2690
2025-02-15,HNL,31.4142
2025-02-15,HKD,9.6231
2025-02-15,HUF,486.1380
2025-02-15,ISK,173.3485
2025-02-15,INR,106.7843
2025-02-15,IDR,20027.9883
2025-02-15,IQD,1612.2474
2025-02-15,ILS,4.3818
2025-02-15,JMD,194.8448
2025-02-15,JPY,192.6188
2025-02-15,JOD,0.8761
2025-02-15,KZT,644.0917
2025-02-15,KES,159.7427
2025-02-15,KWD,0.3809
2025-02-15,KGS,108.0580
2025-02-15,LAK,26892.9078
2025-02-15,LBP,110837.2952
2025-02-15,LSL,22.8235
2025-02-15,LRD,241.1890
2025-02-15,LYD,6.1040
2025-02-15,MOP,9.9118
2025-02-15,MKD,72.7629
2025-02-15,MGA,5777.5099
2025-02-15,MWK,2136.1936
2025-02-15,MYR,5.4825
2025-02-15,MVR,19.0845
2025-02-15,MRU,49.0109
2025-02-15,MUR,57.4199
2025-02-15,MXN,25.4117
2025-02-15,MDL,23.1797
2025-02-15,MNT,4246.8346
2025-02-15,MAD,12.3339
2025-02-15,MZN,78.9484
2025-02-15,MMK,2593.4498
2025-02-15,NPR,170.9350
2025-02-15,NZD,2.1771
2025-02-15,NIO,45.4055
2025-02-15,NGN,1919.1053
2025-02-15,NOK,13.9064
2025-02-15,OMR,0.4756
2025-02-15,PKR,343.7668
2025-02-15,PAB,1.2357
2025-02-15,PGK,5.0273
2025-02-15,PYG,9730.0462
2025-02-15,PEN,4.5979
2025-02-15,PHP,72.1270
2025-02-15,PLN,5.0103
2025-02-15,QAR,4.4978
2025-02-15,RON,5.8888
2025-02-15,RUB,122.0757
2025-02-15,RWF,1725.3237
2025-02-15,SAR,4.6337
2025-02-15,RSD,138.5900
2025-02-15,SCR,18.0570
2025-02-15,SLE,28.1099
2025-02-15,SGD,1.6717
2025-02-15,SBD,10.4934
2025-02-15,SOS,703.9568
2025-02-15,ZAR,22.8235
2025-02-15,KRW,1770.7726
2025-02-15,LKR,367.6559
2025-02-15,SDG,742.5802
2025-02-15,SRD,43.5520
2025-02-15,SZL,22.8235
2025-02-15,SEK,13.5600
2025-02-15,CHF,1.1179
2025-02-15,TWD,40.4326
2025-02-15,TZS,3125.9240
2025-02-15,THB,41.7704
2025-02-15,TOP,3.0052
2025-02-15,TTD,8.3908
2025-02-15,TND,3.9311
2025-02-15,TRY,44.0442
2025-02-15,TMT,4.3345
2025-02-15,USD,1.2357
2025-02-15,UGX,4547.2758
2025-02-15,UAH,51.9508
2025-02-15,UYU,54.0395
2025-02-15,UZS,15989.3925
2025-02-15,VUV,151.2219
2025-02-15,VED,68.2462
2025-02-15,VND,30995.4203
2025-02-15,WST,3.5064
2025-02-15,YER,307.7458
2025-02-15,ZMW,34.3737
2025-02-15,ZWG,32.4010
2025-02-28,AED,4.5379
2025-02-28,ALL,116.3088
2025-02-28,DZD,166.8709
2025-02-28,AOA,1138.1488
2025-02-28,XCD,3.3442
2025-02-28,ARS,1292.8268
2025-02-28,AMD,494.2943
2025-02-28,AWG,2.2118
2025-02-28,AUD,1.9667
2025-02-28,AZN,2.1006
2025-02-28,BSD,1.2357
2025-02-28,BHD,0.4646
2025-02-28,BDT,150.1776
2025-02-28,BBD,2.4713
2025-02-28,BYN,4.0406
2025-02-28,BZD,2.4793
2025-02-28,XOF,776.1404
2025-02-28,BMD,1.2357
2025-02-28,BTN,106.7843
2025-02-28,BOB,8.5398
2025-02-28,BAM,2.3142
2025-02-28,BWP,17.1054
2025-02-28,BRL,7.4452
2025-02-28,BND,1.6717
2025-02-28,BGN,2.3142
2025-02-28,BIF,3650.4961
2025-02-28,KHR,4969.4385
2025-02-28,XAF,776.1404
2025-02-28,CAD,1.7712
2025-02-28,CVE,130.4735
2025-02-28,KYD,1.0222
2025-02-28,CLP,1236.3033
2025-02-28,CNY,8.9756
2025-02-28,COP,5325.5530
2025-02-28,KMF,582.1053
2025-02-28,CDF,3525.3175
2025-02-28,CRC,620.9587
2025-02-28,CUP,29.6429
2025-02-28,CZK,29.7569
2025-02-28,DKK,8.8286
2025-02-28,DJF,219.7691
2025-02-28,DOP,75.5922
2025-02-28,EGP,62.1786
2025-02-28,SVC,10.8120
2025-02-28,ERN,18.5348
2025-02-28,ETB,155.6893
2025-02-28,EUR,1.1832
2025-02-28,FJD,2.8560
2025-02-28,XPF,141.1955
2025-02-28,GMD,89.3111
2025-02-28,GEL,3.5363
2025-02-28,GHS,18.5861
2025-02-28,GTQ,9.5448
2025-02-28,GNF,10674.9657
2025-02-28,GYD,257.9371
2025-02-28,HTG,161.2690
2025-02-28,HNL,31.4142
2025-02-28,HKD,9.6231
2025-02-28,HUF,486.1380
2025-02-28,ISK,173.3485
2025-02-28,INR,106.7843
2025-02-28,IDR,20027.9883
2025-02-28,IQD,1612.2474
2025-02-28,ILS,4.3818
2025-02-28,JMD,194.8448
2025-02-28,JPY,192.6188
2025-02-28,JOD,0.8761
2025-02-28,KZT,644.0917
2025-02-28,KES,159.7427
2025-02-28,KWD,0.3809
2025-02-28,KGS,108.0580
2025-02-28,LAK,26892.9078
2025-02-28,LBP,110837.2952
2025-02-28,LSL,22.8235
2025-02-28,LRD,241.1890
2025-02-28,LYD,6.1040
2025-02-28,MOP,9.9118
2025-02-28,MKD,72.7629
2025-02-28,MGA,5777.5099
2025-02-28,MWK,2136.1936
2025-02-28,MYR,5.4825
2025-02-28,MVR,19.0845
2025-02-28,MRU,49.0109
2025-02-28,MUR,57.4199
2025-02-28,MXN,25.4117
2025-02-28,MDL,23.1797
2025-02-28,MNT,4246.8346
2025-02-28,MAD,12.3339
2025-02-28,MZN,78.9484
2025-02-28,MMK,2593.4498
2025-02-28,NPR,170.9350
2025-02-28,NZD,2.1771
2025-02-28,NIO,45.4055
2025-02-28,NGN,1919.1053
2025-02-28,NOK,13.9064
2025-02-28,OMR,0.4756
2025-02-28,PKR,343.7668
2025-02-28,PAB,1.2357
2025-02-28,PGK,5.0273
2025-02-28,PYG,9730.0462
2025-02-28,PEN,4.5979
2025-02-28,PHP,72.1270
2025-02-28,PLN,5.0103
2025-02-28,QAR,4.4978
2025-02-28,RON,5.8888
2025-02-28,RUB,122.0757
2025-02-28,RWF,1725.3237
2025-02-28,SAR,4.6337
2025-02-28,RSD,138.5900
2025-02-28,SCR,18.0570
2025-02-28,SLE,28.1099
2025-02-28,SGD,1.6717
2025-02-28,SBD,10.4934
2025-02-28,SOS,703.9568
2025-02-28,ZAR,22.8235
2025-02-28,KRW,1770.7726
2025-02-28,LKR,367.6559
2025-02-28,SDG,742.5802
2025-02-28,SRD,43.5520
2025-02-28,SZL,22.8235
2025-02-28,SEK,13.5600
2025-02-28,CHF,1.1179
2025-02-28,TWD,40.4326
2025-02-28,TZS,3125.9240
2025-02-28,THB,41.7704
2025-02-28,TOP,3.0052
2025-02-28,TTD,8.3908
2025-02-28,TND,3.9311
2025-02-28,TRY,44.0442
2025-02-28,TMT,4.3345
2025-02-28,USD,1.2357
2025-02-28,UGX,4547.2758
2025-02-28,UAH,51.9508
2025-02-28,UYU,54.0395
2025-02-28,UZS,15989.3925
2025-02-28,VUV,151.2219
2025-02-28,VED,68.2462
2025-02-28,VND,30995.4203
2025-02-28,WST,3.5064
2025-02-28,YER,307.7458
2025-02-28,ZMW,34.3737
2025-02-28,ZWG,32.4010
2025-03-31,AED,4.6219
2025-03-31,ALL,119.6873
2025-03-31,DZD,169.9846
2025-03-31,AOA,1157.7733
2025-03-31,XCD,3.4073
2025-03-31,ARS,1331.6527
2025-03-31,AMD,502.0095
2025-03-31,AWG,2.2528
2025-03-31,AUD,1.9825
2025-03-31,AZN,2.1395
2025-03-31,BSD,1.2585
2025-03-31,BHD,0.4732
2025-03-31,BDT,152.8683
2025-03-31,BBD,2.5170
2025-03-31,BYN,4.1154
2025-03-31,BZD,2.5304
2025-03-31,XOF,791.9095
2025-03-31,BMD,1.2585
2025-03-31,BTN,109.3298
2025-03-31,BOB,8.6876
2025-03-31,BAM,2.3612
2025-03-31,BWP,17.4092
2025-03-31,BRL,7.1666
2025-03-31,BND,1.6907
2025-03-31,BGN,2.3612
2025-03-31,BIF,3722.9552
2025-03-31,KHR,5046.5374
2025-03-31,XAF,791.9095
2025-03-31,CAD,1.7883
2025-03-31,CVE,133.1244
2025-03-31,KYD,1.0411
2025-03-31,CLP,1196.5341
2025-03-31,CNY,9.1691
2025-03-31,COP,5150.8182
2025-03-31,KMF,593.9321
2025-03-31,CDF,3601.5808
2025-03-31,CRC,636.8279
2025-03-31,CUP,30.1600
2025-03-31,CZK,30.3302
2025-03-31,DKK,9.0048
2025-03-31,DJF,223.9264
2025-03-31,DOP,78.2910
2025-03-31,EGP,63.6856
2025-03-31,SVC,11.0121
2025-03-31,ERN,18.8779
2025-03-31,ETB,159.5771
2025-03-31,EUR,1.2073
2025-03-31,FJD,2.8941
2025-03-31,XPF,144.0642
2025-03-31,GMD,90.7412
2025-03-31,GEL,3.5351
2025-03-31,GHS,19.5135
2025-03-31,GTQ,9.7094
2025-03-31,GNF,10886.0600
2025-03-31,GYD,262.5026
2025-03-31,HTG,164.4098
2025-03-31,HNL,32.1522
2025-03-31,HKD,9.7879
2025-03-31,HUF,486.1053
2025-03-31,ISK,177.1133
2025-03-31,INR,109.3298
2025-03-31,IDR,20618.0248
2025-03-31,IQD,1648.2163
2025-03-31,ILS,4.4633
2025-03-31,JMD,198.3261
2025-03-31,JPY,191.1158
2025-03-31,JOD,0.8923
2025-03-31,KZT,631.7082
2025-03-31,KES,162.8423
2025-03-31,KWD,0.3887
2025-03-31,KGS,110.3835
2025-03-31,LAK,27365.5886
2025-03-31,LBP,113170.8550
2025-03-31,LSL,23.2761
2025-03-31,LRD,251.0448
2025-03-31,LYD,6.1766
2025-03-31,MOP,10.0815
2025-03-31,MKD,74.1551
2025-03-31,MGA,5968.4995
2025-03-31,MWK,2181.3451
2025-03-31,MYR,5.5910
2025-03-31,MVR,19.4336
2025-03-31,MRU,50.1434
2025-03-31,MUR,58.5157
2025-03-31,MXN,25.5338
2025-03-31,MDL,23.4986
2025-03-31,MNT,4358.0099
2025-03-31,MAD,12.5669
2025-03-31,MZN,80.4630
2025-03-31,MMK,2641.5068
2025-03-31,NPR,175.0097
2025-03-31,NZD,2.2030
2025-03-31,NIO,46.3084
2025-03-31,NGN,1897.2684
2025-03-31,NOK,14.0375
2025-03-31,OMR,0.4845
2025-03-31,PKR,351.6952
2025-03-31,PAB,1.2585
2025-03-31,PGK,5.0582
2025-03-31,PYG,9892.5392
2025-03-31,PEN,4.6579
2025-03-31,PHP,73.1956
2025-03-31,PLN,5.0400
2025-03-31,QAR,4.5810
2025-03-31,RON,6.0092
2025-03-31,RUB,113.0350
2025-03-31,RWF,1771.9466
2025-03-31,SAR,4.7195
2025-03-31,RSD,141.4775
2025-03-31,SCR,18.1084
2025-03-31,SLE,28.7309
2025-03-31,SGD,1.6907
2025-03-31,SBD,10.7457
2025-03-31,SOS,717.4147
2025-03-31,ZAR,23.2761
2025-03-31,KRW,1814.7341
2025-03-31,LKR,372.8467
2025-03-31,SDG,756.3721
2025-03-31,SRD,44.5691
2025-03-31,SZL,23.2761
2025-03-31,SEK,13.5083
2025-03-31,CHF,1.1377
2025-03-31,TWD,41.2496
2025-03-31,TZS,3270.8525
2025-03-31,THB,42.4249
2025-03-31,TOP,3.0310
2025-03-31,TTD,8.5261
2025-03-31,TND,3.9949
2025-03-31,TRY,45.6918
2025-03-31,TMT,4.4014
2025-03-31,USD,1.2585
2025-03-31,UGX,4625.6319
2025-03-31,UAH,52.4737
2025-03-31,UYU,54.4994
2025-03-31,UZS,16355.8673
2025-03-31,VUV,155.3910
2025-03-31,VED,78.1613
2025-03-31,VND,32125.3402
2025-03-31,WST,3.5558
2025-03-31,YER,312.1097
2025-03-31,ZMW,35.4802
2025-03-31,ZWG,33.2778
2025-05-15,AED,4.8737
2025-05-15,ALL,116.1071
2025-05-15,DZD,176.0155
2025-05-15,AOA,1220.1919
2025-05-15,XCD,3.5918
2025-05-15,ARS,1590.0161
2025-05-15,AMD,518.4789
2025-05-15,AWG,2.3755
2025-05-15,AUD,2.0824
2025-05-15,AZN,2.2561
2025-05-15,BSD,1.3271
2025-05-15,BHD,0.4990
2025-05-15,BDT,161.1671
2025-05-15,BBD,2.6542
2025-05-15,BYN,4.3397
2025-05-15,BZD,2.6707
2025-05-15,XOF,766.1720
2025-05-15,BMD,1.3271
2025-05-15,BTN,113.6384
2025-05-15,BOB,9.1606
2025-05-15,BAM,2.2845
2025-05-15,BWP,18.3081
2025-05-15,BRL,7.8761
2025-05-15,BND,1.7437
2025-05-15,BGN,2.2845
2025-05-15,BIF,3944.3419
2025-05-15,KHR,5312.3367
2025-05-15,XAF,766.1720
2025-05-15,CAD,1.8475
2025-05-15,CVE,128.7978
2025-05-15,KYD,1.1003
2025-05-15,CLP,1287.5533
2025-05-15,CNY,9.6950
2025-05-15,COP,5773.8371
2025-05-15,KMF,574.6290
2025-05-15,CDF,3855.8359
2025-05-15,CRC,667.2625
2025-05-15,CUP,31.8008
2025-05-15,CZK,29.2074
2025-05-15,DKK,8.7215
2025-05-15,DJF,236.2620
2025-05-15,DOP,81.3684
2025-05-15,EGP,67.8173
2025-05-15,SVC,11.6120
2025-05-15,ERN,19.9062
2025-05-15,ETB,172.7852
2025-05-15,EUR,1.1680
2025-05-15,FJD,3.0397
2025-05-15,XPF,139.3821
2025-05-15,GMD,95.7406
2025-05-15,GEL,3.6469
2025-05-15,GHS,20.5341
2025-05-15,GTQ,10.2220
2025-05-15,GNF,11488.9791
2025-05-15,GYD,277.4780
2025-05-15,HTG,173.1226
2025-05-15,HNL,34.3929
2025-05-15,HKD,10.2995
2025-05-15,HUF,476.0548
2025-05-15,ISK,169.7241
2025-05-15,INR,113.6384
2025-05-15,IDR,22297.9877
2025-05-15,IQD,1738.3204
2025-05-15,ILS,4.8879
2025-05-15,JMD,209.5604
2025-05-15,JPY,189.3407
2025-05-15,JOD,0.9409
2025-05-15,KZT,695.0592
2025-05-15,KES,171.9482
2025-05-15,KWD,0.4069
2025-05-15,KGS,116.0917
2025-05-15,LAK,28746.2295
2025-05-15,LBP,119029.4777
2025-05-15,LSL,25.0169
2025-05-15,LRD,265.3519
2025-05-15,LYD,7.3786
2025-05-15,MOP,10.6085
2025-05-15,MKD,71.8368
2025-05-15,MGA,6059.0670
2025-05-15,MWK,2300.6089
2025-05-15,MYR,5.8522
2025-05-15,MVR,20.4946
2025-05-15,MRU,52.4740
2025-05-15,MUR,59.9485
2025-05-15,MXN,26.5967
2025-05-15,MDL,23.5035
2025-05-15,MNT,4703.2879
2025-05-15,MAD,12.3211
2025-05-15,MZN,84.9791
2025-05-15,MMK,2785.3967
2025-05-15,NPR,181.9067
2025-05-15,NZD,2.2443
2025-05-15,NIO,48.8234
2025-05-15,NGN,2131.4969
2025-05-15,NOK,14.1123
2025-05-15,OMR,0.5109
2025-05-15,PKR,372.1385
2025-05-15,PAB,1.3271
2025-05-15,PGK,5.4859
2025-05-15,PYG,10585.9169
2025-05-15,PEN,4.9622
2025-05-15,PHP,75.2962
2025-05-15,PLN,5.0180
2025-05-15,QAR,4.8306
2025-05-15,RON,5.8144
2025-05-15,RUB,109.5133
2025-05-15,RWF,1885.1731
2025-05-15,SAR,4.9766
2025-05-15,RSD,136.9458
2025-05-15,SCR,19.0547
2025-05-15,SLE,30.1886
2025-05-15,SGD,1.7437
2025-05-15,SBD,11.2802
2025-05-15,SOS,756.8643
2025-05-15,ZAR,25.0169
2025-05-15,KRW,1881.6926
2025-05-15,LKR,395.9574
2025-05-15,SDG,796.9242
2025-05-15,SRD,48.7084
2025-05-15,SZL,25.0169
2025-05-15,SEK,13.0472
2025-05-15,CHF,1.0829
2025-05-15,TWD,43.0510
2025-05-15,TZS,3557.0635
2025-05-15,THB,44.0755
2025-05-15,TOP,3.1962
2025-05-15,TTD,9.0056
2025-05-15,TND,3.9746
2025-05-15,TRY,50.5961
2025-05-15,TMT,4.6419
2025-05-15,USD,1.3271
2025-05-15,UGX,4863.4506
2025-05-15,UAH,54.8121
2025-05-15,UYU,56.1928
2025-05-15,UZS,17208.0303
2025-05-15,VUV,162.8493
2025-05-15,VED,104.0487
2025-05-15,VND,34287.1538
2025-05-15,WST,3.7077
2025-05-15,YER,325.6458
2025-05-15,ZMW,37.7083
2025-05-15,ZWG,35.9655
2025-05-19,AED,4.8737
2025-05-19,ALL,116.1071
2025-05-19,DZD,176.0155
2025-05-19,AOA,1220.1919
2025-05-19,XCD,3.5918
2025-05-19,ARS,1590.0161
2025-05-19,AMD,518.4789
2025-05-19,AWG,2.3755
2025-05-19,AUD,2.0824
2025-05-19,AZN,2.2561
2025-05-19,BSD,1.3271
2025-05-19,BHD,0.4990
2025-05-19,BDT,161.1671
2025-05-19,BBD,2.6542
2025-05-19,BYN,4.3397
2025-05-19,BZD,2.6707
2025-05-19,XOF,766.1720
2025-05-19,BMD,1.3271
2025-05-19,BTN,113.6384
2025-05-19,BOB,9.1606
2025-05-19,BAM,2.2845
2025-05-19,BWP,18.3081
2025-05-19,BRL,7.8761
2025-05-19,BND,1.7437
2025-05-19,BGN,2.2845
2025-05-19,BIF,3944.3419
2025-05-19,KHR,5312.3367
2025-05-19,XAF,766.1720
2025-05-19,CAD,1.8475
2025-05-19,CVE,128.7978
2025-05-19,KYD,1.1003
2025-05-19,CLP,1287.5533
2025-05-19,CNY,9.6950
2025-05-19,COP,5773.8371
2025-05-19,KMF,574.6290
2025-05-19,CDF,3855.8359
2025-05-19,CRC,667.2625
2025-05-19,CUP,31.8008
2025-05-19,CZK,29.2074
2025-05-19,DKK,8.7215
2025-05-19,DJF,236.2620
2025-05-19,DOP,81.3684
2025-05-19,EGP,67.8173
2025-05-19,SVC,11.6120
2025-05-19,ERN,19.9062
2025-05-19,ETB,172.7852
2025-05-19,EUR,1.1680
2025-05-19,FJD,3.0397
2025-05-19,XPF,139.3821
2025-05-19,GMD,95.7406
2025-05-19,GEL,3.6469
2025-05-19,GHS,20.5341
2025-05-19,GTQ,10.2220
2025-05-19,GNF,11488.9791
2025-05-19,GYD,277.4780
2025-05-19,HTG,173.1226
2025-05-19,HNL,34.3929
2025-05-19,HKD,10.2995
2025-05-19,HUF,476.0548
2025-05-19,ISK,169.7241
2025-05-19,INR,113.6384
2025-05-19,IDR,22297.9877
2025-05-19,IQD,1738.3204
